seed,size,task,model,digits,bb_spec,operation,batch_size,_step,_runtime,accuracy,_timestamp,TrainPos,EvalPos,run_name
7,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'add', 'randomize_position': False}",add,64,0,85.273766141,0.0233154296875,1768167949.349801,False,False,Location_Generalization_Eval_EOgar-1d_Opadd_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s7
8,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'add', 'randomize_position': False}",add,64,0,83.67833524,0.000244140625,1768168041.4037383,True,False,Location_Generalization_Eval_EOgar-1d_Opadd_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s8
8,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'add', 'randomize_position': False}",add,64,0,83.110594503,0.0,1768168133.1476648,False,False,Location_Generalization_Eval_EOgar-1d_Opadd_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s8
9,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'add', 'randomize_position': False}",add,64,0,80.392992878,0.7933349609375,1768168222.0918393,True,False,Location_Generalization_Eval_EOgar-1d_Opadd_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s9
9,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'add', 'randomize_position': False}",add,64,0,82.684409916,0.2506103515625,1768168313.6492298,False,False,Location_Generalization_Eval_EOgar-1d_Opadd_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s9
0,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,51.907752263,0.9993896484375,1768168374.1943908,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s0
0,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,53.076485805,0.9998779296875,1768168435.8599436,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s0
1,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,52.842809847,1.0,1768168497.061291,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s1
1,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,50.87192418,0.998779296875,1768168556.6594112,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s1
2,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,51.476445895,1.0,1768168616.1652358,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s2
2,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,51.566916236,0.99609375,1768168676.4363954,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s2
3,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,52.286901247,0.9935302734375,1768168737.0656068,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s3
3,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,52.285292144,0.981689453125,1768168797.9122133,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s3
4,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,50.872347621,1.0,1768168857.495301,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s4
4,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,51.503561027,0.9923095703125,1768168917.3827808,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s4
5,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,50.825745948,0.999755859375,1768168976.5753677,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s5
5,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,54.975513998,0.9925537109375,1768169040.1643524,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s5
6,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,54.134154109,0.9947509765625,1768169103.4797504,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s6
6,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,54.377954035,0.9984130859375,1768169166.3258276,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s6
7,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,56.329848037,0.95166015625,1768169231.508093,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s7
7,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,53.782157181,0.90771484375,1768169294.0498831,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s7
8,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,53.613449057,0.9996337890625,1768169356.7808788,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s8
8,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,55.942431795,0.996337890625,1768169421.6397488,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s8
9,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,53.596202047,0.9107666015625,1768169484.3544784,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d10_s9
9,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,53.182018893,0.9930419921875,1768169546.4334476,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d10_s9
0,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,78.9071936,0.253662109375,1768169634.802433,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s0
0,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,81.310842808,0.5703125,1768169724.3337357,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s0
1,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,57.654741185,1.0,1768169790.0720956,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s1
1,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,82.750779254,0.2589111328125,1768169881.4856622,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s1
2,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,57.117053748,0.9896240234375,1768169947.223039,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s2
2,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,55.996587027,0.9930419921875,1768170012.2142797,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s2
3,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,81.583629325,0.6597900390625,1768170102.5865529,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s3
3,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,86.431320496,0.2392578125,1768170197.6350834,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s3
4,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,83.242214869,0.39404296875,1768170293.9702466,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s4
4,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,80.519681192,0.659912109375,1768170383.0962253,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s4
5,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,54.979232031,0.87890625,1768170509.763311,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s5
5,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,55.398036265,0.846923828125,1768170573.5642414,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s5
6,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,56.752329092,0.8828125,1768170639.0037632,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s6
6,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,81.036603445,0.25,1768170728.6359582,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s6
7,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,53.762382711,0.8453369140625,1768170791.2249432,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s7
7,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,54.32093668,0.8743896484375,1768170854.0424817,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s7
8,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,80.677263255,0.24853515625,1768170943.0835884,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s8
8,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,56.414043188,0.4727783203125,1768171007.9893923,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s8
9,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,56.535707902,0.8948974609375,1768171073.3471878,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d11_s9
9,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,56.478656846,0.91943359375,1768171138.7801416,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d11_s9
0,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,85.981047092,0.0,1768171233.800372,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s0
0,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,88.071295058,0.1005859375,1768171330.898876,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s0
1,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,56.297438674,1.0,1768171396.0631642,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s1
1,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,83.65540439,0.00439453125,1768171488.4895856,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s1
2,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,55.982855693,0.914794921875,1768171552.9869733,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s2
2,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,82.097743405,0.5157470703125,1768171643.22821,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s2
3,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,85.00045947,0.1385498046875,1768171736.7048566,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s3
3,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,87.778731024,0.0,1768171832.8991647,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s3
4,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,85.47987317,0.0506591796875,1768171926.6998653,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s4
4,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,81.124907551,0.35888671875,1768172016.9690585,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s4
5,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,62.247159726,0.3172607421875,1768172088.037781,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s5
5,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,60.397010958,0.454833984375,1768172157.1471071,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s5
6,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,85.008104685,0.2425537109375,1768172250.7838035,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s6
6,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,85.832018144,0.0,1768172345.5563827,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s6
7,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,60.696267133,0.4703369140625,1768172415.1510684,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s7
7,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,58.753927313,0.7181396484375,1768172482.4575963,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s7
8,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,87.745663315,0.0,1768172578.8301325,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s8
8,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,74.087036465,0.17529296875,1768172661.1997306,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s8
9,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,59.254108005,0.8792724609375,1768172728.8492014,True,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosTrue_EvalPosFalse_BDimH6W20_d12_s9
9,8192,blackboard-1d,EOgar-1d,12,"{'width': 20, 'height': 6, 'operation': 'sub', 'randomize_position': False}",sub,64,0,86.97251113,0.2481689453125,1768172824.4167542,False,False,Location_Generalization_Eval_EOgar-1d_Opsub_TrainPosFalse_EvalPosFalse_BDimH6W20_d12_s9
0,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,98.799524591,0.99493408203125,1768197686.6950822,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s0
0,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,99.64270872,0.9979248046875,1768197795.554824,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s0
1,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,102.196076939,0.99993896484375,1768197905.9816167,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s1
1,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,108.669716823,0.99847412109375,1768198023.4374828,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s1
2,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,97.058394238,0.8212890625,1768198128.8469005,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s2
2,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,98.295494637,0.94085693359375,1768198235.856915,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s2
3,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,98.326505461,0.99530029296875,1768198342.4375548,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s3
3,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,95.018447627,0.984619140625,1768198446.0887496,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s3
4,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,101.663850357,0.94683837890625,1768198555.8708255,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s4
4,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,138.440913548,0.9937744140625,1768198702.0473003,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s4
5,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,97.911764806,0.06689453125,1768198808.3370445,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s5
5,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,95.730601823,0.97735595703125,1768198912.1036513,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s5
6,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,97.581390175,0.97259521484375,1768199017.9845283,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s6
6,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,97.96906032,0.998779296875,1768199123.9970598,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s6
7,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,98.35565444,0.985595703125,1768199230.831274,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s7
7,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,99.45254528,1.0,1768199338.355089,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s7
8,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,99.107515672,0.99871826171875,1768199445.5947773,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s8
8,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,101.794450058,0.89825439453125,1768199555.2445192,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s8
9,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,95.96059463899999,1.0,1768199659.4279094,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d10_s9
9,8192,blackboard-1d,EOgar-1d,10,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,96.806712219,0.8858642578125,1768199764.6961782,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d10_s9
0,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,148.859844435,0.25042724609375,1768199922.062804,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d11_s0
0,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,101.402115133,0.9300537109375,1768200031.7886283,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d11_s0
1,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,105.20408221,0.6016845703125,1768200145.1901433,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d11_s1
1,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,147.948643567,0.41961669921875,1768200301.469477,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d11_s1
2,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,106.900437625,0.6290283203125,1768200416.2270575,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d11_s2
2,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,132.936434863,0.85430908203125,1768200556.8173923,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d11_s2
3,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,104.42563823,0.9234619140625,1768200669.3896542,True,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosTrue_EvalPosTrue_BDimH6W20_d11_s3
3,8192,blackboard-1d,EOgar-1d,11,"{'width': 20, 'height': 6, 'operation': 'mixed', 'randomize_position': True}",mixed,64,0,103.052150877,0.97454833984375,1768200780.4827528,False,True,Location_Generalization_Eval_EOgar-1d_Opmixed_TrainPosFalse_EvalPosTrue_BDimH6W20_d11_s3
